index	廣韻小韻	middle_chinese_transcription	mandarin
2630	恨	臻開一去痕匣	honH	ɦə̌n
2631	艮	臻開一去痕見	konH	kə̌n
2632	䭓	臻開一去痕疑	ngonH	ŋə̌n
2633	䭡	臻開一去痕影	'onH	ʔə̌n
2634	翰	山開一去寒匣	hanH	ɦɑ̌n
2635	炭	山開一去寒透	thanH	thǎn
2636	按	山開一去寒影	'anH	ʔɑ̌n
2637	旦	山開一去寒端	tanH	tǎn
2638	憚	山開一去寒定	danH	dǎn
2639	旰	山開一去寒見	kanH	kɑ̌n
2640	岸	山開一去寒疑	nganH	ŋɑ̌n
2641	侃	山開一去寒溪	khanH	khɑ̌n
2642	漢	山開一去寒曉	xanH	hɑ̌n
2643	爛	山開一去寒來	lanH	lǎn
2644	攤	山開一去寒泥	nanH	nǎn
2645	粲	山開一去寒清	tshanH	tshǎn
2646	𦇕	山開一去寒心	sanH	sǎn
2647	賛	山開一去寒精	tsanH	tsǎn
2648	㜺	山開一去寒從	dzanH	dzǎn
2649	換	山合一去桓匣	hwanH	ɦwɔ̌n
2650	䂎	山合一去桓精	tswanH	tswɔ̌n
2651	惋	山合一去桓影	'wanH	ʔwɔ̌n
2652	貫	山合一去桓見	kwanH	kwɔ̌n
2653	竄	山合一去桓清	tshwanH	tshwɔ̌n
2654	玩	山合一去桓疑	ngwanH	ŋwɔ̌n
2655	段	山合一去桓定	dwanH	dwɔ̌n
2656	亂	山合一去桓來	lwanH	lwɔ̌n
2657	鍛	山合一去桓端	twanH	twɔ̌n
2658	彖	山合一去桓透	thwanH	thwɔ̌n
2659	喚	山合一去桓曉	xwanH	hwɔ̌n
2660	筭	山合一去桓心	swanH	swɔ̌n
2661	縵	山合一去桓明	manH	mwɔ̌n
2662	半	山合一去桓幫	panH	pwɔ̌n
2663	判	山合一去桓滂	phanH	phwɔ̌n
2664	叛	山合一去桓並	banH	bwɔ̌n
2665	偄	山合一去桓泥	nwanH	nwɔ̌n
2666	攅	山合一去桓從	dzwanH	dzwɔ̌n
2667	䥗	山合一去桓溪	khwanH	khwɔ̌n
2668	諫	山開二去刪見	kaenH	kiǎn
2669	鴈	山開二去刪疑	ngaenH	ŋjiǎn
2670	晏	山開二去刪影	'aenH	ʔiǎn
2671	訕	山開二去刪生	sraenH	ʂǎn
2672	骭	山開二去刪匣	haenH	ɦiǎn
2673	慢	山開二去刪明	maenH	mǎn
2674	綰	山合二去刪影	'waenH	ʔwǎn
2675	患	山合二去刪匣	hwaenH	ɦwǎn
2676	慣	山合二去刪見	kwaenH	kwǎn
2677	㝈	山合二去刪生	srwaenH	ʂwǎn
2678	篡	山合二去刪初	tsrhwaenH	ʈʂhwǎn
2679	薍	山合二去刪疑	ngwaenH	ŋwǎn
2680	輚	山開二去刪崇	dzraenH	ɖʐǎn
2681	襻	山開二去刪滂	phaenH	phǎn
2682	奻	山合二去刪孃	nrwaenH	nwǎn
2683	羼	山開二去刪初	tsrhaenH	ʈʂhǎn
2684	㬄	山開二去刪徹	trhaenH	ʈʂhǎn
2685	襇	山開二去山見	keanH	kiǎn
2686	莧	山開二去山匣	heanH	ɦiǎn
2687	瓣	山開二去山並	beanH	bǎn
2688	盼	山開二去山滂	pheanH	phǎn
2689	幻	山合二去山匣	hweanH	ɦwǎn
2690	蔄	山開二去山明	meanH	mǎn
2691	袒	山開二去山澄	dreanH	ɖʐǎn
2692	扮	山開二去山幫	peanH	pǎn
2693	鰥	山合二去山見	kweanH	kwǎn
2694	霰	山開四去先心	senH	siɛ̌n
2695	蒨	山開四去先清	tshenH	tshiɛ̌n
2696	絢	山合四去先曉	xwenH	hyuɛ̌n
2697	縣	山合四去先匣	hwenH	ɦyuɛ̌n
2698	睊	山合四去先見	kwenH	kyuɛ̌n
2699	電	山開四去先定	denH	diɛ̌n
2700	瑱	山開四去先透	thenH	thiɛ̌n
2701	練	山開四去先來	lenH	liɛ̌n
2702	見	山開四去先見	kenH	kiɛ̌n
2703	晛	山開四去先泥	nenH	niɛ̌n
2704	俔	山開四去先溪	khenH	khiɛ̌n
2705	見	山開四去先匣	henH	ɦiɛ̌n
2706	硯	山開四去先疑	ngenH	ŋjiɛ̌n
2707	宴	山開四去先影	'enH	ʔiɛ̌n
2708	薦	山開四去先精	tsenH	tsiɛ̌n
2709	麫	山開四去先明	menH	miɛ̌n
2710	片	山開四去先滂	phenH	phiɛ̌n
2711	荐	山開四去先從	dzenH	dziɛ̌n
2712	䬼	山合四去先影	'wenH	ʔyuɛ̌n
2713	殿	山開四去先端	tenH	tiɛ̌n
2714	𩎌	山開四去先曉	xenH	hiɛ̌n
2715	線	山開三去仙心	sjenH	siɛ̌n
2716	戰	山開三去仙章	tsyenH	tʃiɛ̌n
2717	繕	山開三去仙常	dzyenH	ʃʒiɛ̌n
2718	彥	山開三去仙疑B	ngjenH	ŋjiɛ̌n
2719	譴	山開三去仙溪A	khjienH	khiɛ̌n
2720	絹	山合三去仙見A	kjwienH	kyuɛ̌n
2721	瑗	山合三去仙云	hjwenH	jyuɛ̌n
2722	面	山開三去仙明A	mjienH	miɛ̌n
2723	釧	山合三去仙昌	tsyhwenH	tʃhyuɛ̌n
2724	掾	山合三去仙以	ywenH	jyuɛ̌n
2725	𩥇	山開三去仙知	trjenH	tʃiɛ̌n
2726	𤲬	山合三去仙日	nywenH	ʒyuɛ̌n
2727	箭	山開三去仙精	tsjenH	tsiɛ̌n
2728	硟	山開三去仙昌	tsyhenH	tʃhiɛ̌n
2729	扇	山開三去仙書	syenH	ʃiɛ̌n
2730	躽	山開三去仙影A	'jienH	ʔiɛ̌n
2731	眷	山合三去仙見B	kjwenH	kyuɛ̌n
2732	倦	山合三去仙羣B	gjwenH	gyuɛ̌n
2733	戀	山合三去仙來	ljwenH	lyuɛ̌n
2734	猭	山合三去仙徹	trhjwenH	tʃhyuɛ̌n
2735	變	山開三去仙幫B	pjenH	piɛ̌n
2736	𨏉	山合三去仙生	srjwenH	ʂwǎn
2737	縓	山合三去仙清	tshjwenH	tshyuɛ̌n
2738	卞	山開三去仙並B	bjenH	biɛ̌n
2739	㳬	山合三去仙邪	zjwenH	szyuɛ̌n
2740	選	山合三去仙心	sjwenH	syuɛ̌n
2741	籑	山合三去仙崇	dzrjwenH	ɖʐwǎn
2742	孨	山合三去仙莊	tsrjwenH	ʈʂwǎn
2743	傳	山合三去仙澄	drjwenH	dʒyuɛ̌n
2744	賤	山開三去仙從	dzjenH	dziɛ̌n
2745	羨	山開三去仙邪	zjenH	sziɛ̌n
2746	騗	山開三去仙滂A	phjienH	phiɛ̌n
2747	𢮨	山合三去仙常	dzywenH	ʃʒyuɛ̌n
2748	輾	山開三去仙孃	nrjenH	niɛ̌n
2749	囀	山合三去仙知	trjwenH	tʃyuɛ̌n
2750	衍	山開三去仙以	yenH	jiɛ̌n
2751	便	山開三去仙並A	bjienH	biɛ̌n
2752	邅	山開三去仙澄	drjenH	dʒiɛ̌n
2753	𤹨	山開三去仙來	ljenH	liɛ̌n
2754	𥛁	山合三去仙溪B	khjwenH	khyuɛ̌n
2755	剸	山合三去仙章	tsywenH	tʃyuɛ̌n
2756	徧	山開四去先幫	penH	piɛ̌n
2757	嘯	效開四去蕭心	sewH	siɛ̌w
2758	糶	效開四去蕭透	thewH	thiɛ̌w
2759	弔	效開四去蕭端	tewH	tiɛ̌w
2760	叫	效開四去蕭見	kewH	kiɛ̌w
2761	尿	效開四去蕭泥	newH	niɛ̌w
2762	藋	效開四去蕭定	dewH	diɛ̌w
2763	竅	效開四去蕭溪	khewH	khiɛ̌w
2764	𩕐	效開四去蕭來	lewH	liɛ̌w
2765	顤	效開四去蕭疑	ngewH	ŋjiɛ̌w
2766	窔	效開四去蕭影	'ewH	ʔiɛ̌w
2767	𢿿	效開四去蕭曉	xewH	hiɛ̌w
2768	𥬇	效開三去宵心	sjewH	siɛ̌w
2769	照	效開三去宵章	tsyewH	tʃiɛ̌w
2770	燿	效開三去宵以	yewH	jiɛ̌w
2771	要	效開三去宵影A	'jiewH	ʔiɛ̌w
2772	召	效開三去宵澄	drjewH	dʒiɛ̌w
2773	邵	效開三去宵常	dzyewH	ʃʒiɛ̌w
2774	嶠	效開三去宵羣B	gjewH	giɛ̌w
2775	剽	效開三去宵滂A	phjiewH	phiɛ̌w
2776	噍	效開三去宵從	dzjewH	dziɛ̌w
2777	妙	效開三去宵明A	mjiewH	miɛ̌w
2778	陗	效開三去宵清	tshjewH	tshiɛ̌w
2779	𤊽	效開三去宵來	ljewH	liɛ̌w
2780	趬	效開三去宵溪B	khjewH	khiɛ̌w
2781	𧇠	效開三去宵疑B	ngjewH	ŋjiɛ̌w
2782	醮	效開三去宵精	tsjewH	tsiɛ̌w
2783	廟	效開三去宵明B	mjewH	miɛ̌w
2784	驃	效開三去宵並A	bjiewH	biɛ̌w
2785	少	效開三去宵書	syewH	ʃiɛ̌w
2786	朓	效開三去宵徹	trhjewH	tʃhiɛ̌w
2787	裱	效開三去宵幫B	pjewH	piɛ̌w
2788	翹	效開三去宵羣A	gjiewH	giɛ̌w
2789	饒	效開三去宵日	nyewH	ʒiɛ̌w
2790	效	效開二去肴匣	haewH	ɦiǎw
2791	敎	效開二去肴見	kaewH	kiǎw
2792	孝	效開二去肴曉	xaewH	hiǎw
2793	罩	效開二去肴知	traewH	ʈʂǎw
2794	豹	效開二去肴幫	paewH	pǎw
2795	敲	效開二去肴溪	khaewH	khiǎw
2796	皃	效開二去肴明	maewH	mǎw
2797	奅	效開二去肴滂	phaewH	phǎw
2798	趠	效開二去肴徹	trhaewH	ʈʂhǎw
2799	稍	效開二去肴生	sraewH	ʂǎw
2800	棹	效開二去肴澄	draewH	ɖʐǎw
2801	橈	效開二去肴孃	nraewH	nǎw
2802	抓	效開二去肴莊	tsraewH	ʈʂǎw
2803	靤	效開二去肴並	baewH	bǎw
2804	抄	效開二去肴初	tsrhaewH	ʈʂhǎw
2805	靿	效開二去肴影	'aewH	ʔiǎw
2806	樂	效開二去肴疑	ngaewH	ŋjiǎw
2807	巢	效開二去肴崇	dzraewH	ɖʐǎw
2808	号	效開一去豪匣	hawH	ɦǎw
2809	導	效開一去豪定	dawH	dǎw
2810	到	效開一去豪端	tawH	tǎw
2811	誥	效開一去豪見	kawH	kǎw
2812	傲	效開一去豪疑	ngawH	ŋǎw
2813	冃	效開一去豪明	mawH	mǎw
2814	嫪	效開一去豪來	lawH	lǎw
2815	操	效開一去豪清	tshawH	tshǎw
2816	暴	效開一去豪並	bawH	bǎw
2817	報	效開一去豪幫	pawH	pǎw
2818	漕	效開一去豪從	dzawH	dzǎw
2819	奥	效開一去豪影	'awH	ʔǎw
2820	喿	效開一去豪心	sawH	sǎw
2821	𩝝	效開一去豪溪	khawH	khǎw
2822	竈	效開一去豪精	tsawH	tsǎw
2823	秏	效開一去豪曉	xawH	hǎw
2824	腝	效開一去豪泥	nawH	nǎw
2825	箇	果開一去歌見	kaH	kɔ̌
2826	賀	果開一去歌匣	haH	ɦɔ̌
2827	佐	果開一去歌精	tsaH	tsɔ̌
2828	跢	果開一去歌端	taH	tɔ̌
2829	邏	果開一去歌來	laH	lɔ̌
2830	坷	果開一去歌溪	khaH	khɔ̌
2831	餓	果開一去歌疑	ngaH	ŋɔ̌
2832	䭾	果開一去歌定	daH	dɔ̌
2833	奈	果開一去歌泥	naH	nɔ̌
2834	些	果開一去歌心	saH	sɔ̌
2835	呵	果開一去歌曉	xaH	hɔ̌
2836	拖	果開一去歌透	thaH	thɔ̌
2837	過	果合一去戈見	kwaH	kwɔ̌
2838	和	果合一去戈匣	hwaH	ɦwɔ̌
2839	挫	果合一去戈精	tswaH	tswɔ̌
2840	課	果合一去戈溪	khwaH	khwɔ̌
2841	唾	果合一去戈透	thwaH	thwɔ̌
2842	播	果合一去戈幫	paH	pwɔ̌
2843	剉	果合一去戈清	tshwaH	tshwɔ̌
2844	磨	果合一去戈明	maH	mwɔ̌
2845	愞	果合一去戈泥	nwaH	nwɔ̌
2846	破	果合一去戈滂	phaH	phwɔ̌
2847	座	果合一去戈從	dzwaH	dzwɔ̌
2848	臥	果合一去戈疑	ngwaH	ŋwɔ̌
2849	諎	果合一去戈清	tshwaH	tshwɔ̌
2850	貨	果合一去戈曉	xwaH	hwɔ̌
2851	惰	果合一去戈定	dwaH	dwɔ̌
2852	縛	果合一去戈並	baH	bwɔ̌
2853	䇔	果合一去戈來	lwaH	lwɔ̌
2854	桗	果合一去戈端	twaH	twɔ̌
2855	磋	果合一去戈清	tshwaH	tshwɔ̌
2856	䐝	果合一去戈心	swaH	swɔ̌
2857	侉	果開一去歌影	'aH	ʔɔ̌
2858	涴	果合一去戈影	'waH	ʔwɔ̌
2859	禡	假開二去麻明	maeH	mǎ
2860	駕	假開二去麻見	kaeH	kiǎ
2861	亞	假開二去麻影	'aeH	ʔiǎ
2862	嚇	假開二去麻曉	xaeH	hiǎ
2863	迓	假開二去麻疑	ngaeH	ŋjiǎ
2864	詫	假開二去麻徹	trhaeH	ʈʂhǎ
2865	吒	假開二去麻知	traeH	ʈʂǎ
2866	詐	假開二去麻莊	tsraeH	ʈʂǎ
2867	乍	假開二去麻崇	dzraeH	ɖʐǎ
2868	謝	假開三去麻邪	zjaeH	sziɛ̌
2869	髂	假開二去麻溪	khaeH	khiǎ
2870	暇	假開二去麻匣	haeH	ɦiǎ
2871	褯	假開三去麻從	dzjaeH	dziɛ̌
2872	夜	假開三去麻以	yaeH	jiɛ̌
2873	䞣	假開三去麻昌	tsyhaeH	tʃhiɛ̌
2874	蝑	假開三去麻心	sjaeH	siɛ̌
2875	柘	假開三去麻章	tsyaeH	tʃiɛ̌
2876	唶	假開三去麻精	tsjaeH	tsiɛ̌
2877	舎	假開三去麻書	syaeH	ʃiɛ̌
2878	射	假開三去麻船	zyaeH	ʃʒiɛ̌
2879	霸	假開二去麻幫	paeH	pǎ
2880	帊	假開二去麻滂	phaeH	phǎ
2881	摦	假合二去麻匣	hwaeH	ɦwǎ
2882	化	假合二去麻曉	xwaeH	hwǎ
2883	跨	假合二去麻溪	khwaeH	khwǎ
2884	誜	假合二去麻生	srwaeH	ʂwǎ
2885	𤝡	假開二去麻並	baeH	bǎ
2886	䏧	假開二去麻泥	naeH	nǎ
2887	笡	假開三去麻清	tshjaeH	tshiɛ̌
2888	嗄	假開二去麻生	sraeH	ʂǎ
2889	坬	假合二去麻見	kwaeH	kwǎ
2890	䖳	假開二去麻澄	draeH	ɖʐǎ
2891	瓦	假合二去麻疑	ngwaeH	ŋwǎ
2892	攨	假合二去麻影	'waeH	ʔwǎ
2893	漾	宕開三去陽以	yangH	jiɑ̌ŋ
2894	亮	宕開三去陽來	ljangH	liɑ̌ŋ
2895	狀	宕開三去陽崇	dzrjangH	ɖʐwɑ̌ŋ
2896	讓	宕開三去陽日	nyangH	ʒiɑ̌ŋ
2897	餉	宕開三去陽書	syangH	ʃiɑ̌ŋ
2898	帳	宕開三去陽知	trjangH	tʃiɑ̌ŋ
2899	悵	宕開三去陽徹	trhjangH	tʃhiɑ̌ŋ
2900	向	宕開三去陽曉	xjangH	hiɑ̌ŋ
2901	仗	宕開三去陽澄	drjangH	dʒiɑ̌ŋ
2902	釀	宕開三去陽孃	nrjangH	niɑ̌ŋ
2903	匠	宕開三去陽從	dzjangH	dziɑ̌ŋ
2904	障	宕開三去陽章	tsyangH	tʃiɑ̌ŋ
2905	尚	宕開三去陽常	dzyangH	ʃʒiɑ̌ŋ
2906	壯	宕開三去陽莊	tsrjangH	ʈʂwɑ̌ŋ
2907	怏	宕開三去陽影	'jangH	ʔiɑ̌ŋ
2908	弶	宕開三去陽羣	gjangH	giɑ̌ŋ
2909	唱	宕開三去陽昌	tsyhangH	tʃhiɑ̌ŋ
2910	𠛝	宕開三去陽初	tsrhjangH	ʈʂhwɑ̌ŋ
2911	醬	宕開三去陽精	tsjangH	tsiɑ̌ŋ
2912	𨋕	宕開三去陽疑	ngjangH	ŋjiɑ̌ŋ
2913	訪	宕合三去陽滂	phjangH	fɑ̌ŋ
2914	妄	宕合三去陽明	mjangH	vɑ̌ŋ
2915	況	宕合三去陽曉	xjwangH	hwɑ̌ŋ
2916	誑	宕合三去陽見	kjwangH	kwɑ̌ŋ
2917	迋	宕合三去陽云	hjwangH	wɑ̌ŋ
2918	放	宕合三去陽幫	pjangH	fɑ̌ŋ
2919	相	宕開三去陽心	sjangH	siɑ̌ŋ
2920	彊	宕開三去陽見	kjangH	kiɑ̌ŋ
2921	唴	宕開三去陽溪	khjangH	khiɑ̌ŋ
2922	蹡	宕開三去陽清	tshjangH	tshiɑ̌ŋ
2923	狂	宕合三去陽羣	gjwangH	gwɑ̌ŋ
2924	防	宕合三去陽並	bjangH	fvɑ̌ŋ
2925	宕	宕開一去唐定	dangH	dɑ̌ŋ
2926	浪	宕開一去唐來	langH	lɑ̌ŋ
2927	吭	宕開一去唐匣	hangH	ɦɑ̌ŋ
2928	盎	宕開一去唐影	'angH	ʔɑ̌ŋ
2929	枊	宕開一去唐疑	ngangH	ŋɑ̌ŋ
2930	葬	宕開一去唐精	tsangH	tsɑ̌ŋ
2931	傍	宕開一去唐並	bangH	bɑ̌ŋ
2932	藏	宕開一去唐從	dzangH	dzɑ̌ŋ
2933	譡	宕開一去唐端	tangH	tɑ̌ŋ
2934	抗	宕開一去唐溪	khangH	khɑ̌ŋ
2935	螃	宕開一去唐幫	pangH	pɑ̌ŋ
2936	儻	宕開一去唐透	thangH	thɑ̌ŋ
2937	曠	宕合一去唐溪	khwangH	khwɑ̌ŋ
2938	儾	宕開一去唐泥	nangH	nɑ̌ŋ
2939	喪	宕開一去唐心	sangH	sɑ̌ŋ
2940	攩	宕合一去唐匣	hwangH	ɦwɑ̌ŋ
2941	桄	宕合一去唐見	kwangH	kwɑ̌ŋ
2942	鋼	宕開一去唐見	kangH	kɑ̌ŋ
2943	荒	宕合一去唐曉	xwangH	hwɑ̌ŋ
2944	漭	宕開一去唐明	mangH	mɑ̌ŋ
2945	汪	宕合一去唐影	'wangH	ʔwɑ̌ŋ
2946	映	梗開三去庚影	'jaengH	ʔǐŋ
2947	敬	梗開三去庚見	kjaengH	kǐŋ
2948	競	梗開三去庚羣	gjaengH	gǐŋ
2949	慶	梗開三去庚溪	khjaengH	khǐŋ
2950	更	梗開二去庚見	kaengH	kə̌ŋ
2951	命	梗開三去庚明	mjaengH	mǐŋ
2952	病	梗開三去庚並	bjaengH	bǐŋ
2953	孟	梗開二去庚明	maengH	mə̌ŋ
2954	蝗	梗合二去庚匣	hwaengH	ɦwə̌ŋ
2955	柄	梗開三去庚幫	pjaengH	pǐŋ
2956	詠	梗合三去庚云	hjwaengH	jyuə̌ŋ
2957	行	梗開二去庚匣	haengH	ɦə̌ŋ
2958	瀴	梗開二去庚影	'aengH	ʔə̌ŋ
2959	㵾	梗開二去庚初	tsrhaengH	ʈʂhə̌ŋ
2960	倀	梗開二去庚知	traengH	ʈʂə̌ŋ
2961	牚	梗開二去庚徹	trhaengH	ʈʂhə̌ŋ
2962	榜	梗開二去庚幫	paengH	pə̌ŋ
2963	鋥	梗開二去庚澄	draengH	ɖʐə̌ŋ
2964	生	梗開二去庚生	sraengH	ʂə̌ŋ
2965	迎	梗開三去庚疑	ngjaengH	ŋjǐŋ
2966	膨	梗開二去庚並	baengH	bə̌ŋ
2967	䛭	梗開二去庚曉	xaengH	hə̌ŋ
2968	𥥈	梗合二去庚影	'waengH	ʔwə̌ŋ
2969	諍	梗開二去耕莊	tsreangH	ʈʂə̌ŋ
2970	迸	梗開二去耕幫	peangH	pə̌ŋ
2971	𠊧	梗開二去耕並	beangH	bə̌ŋ
2972	䙬	梗開二去耕影	'eangH	ʔə̌ŋ
2973	鞕	梗開二去耕疑	ngeangH	ŋə̌ŋ
2974	轟	梗合二去耕曉	xweangH	hwə̌ŋ
2975	勁	梗開三去清見	kjiengH	kǐŋ
2976	倩	梗開三去清清	tshjengH	tshǐŋ
2977	政	梗開三去清章	tsyengH	tʃǐŋ
2978	聖	梗開三去清書	syengH	ʃǐŋ
2979	鄭	梗開三去清澄	drjengH	dʒǐŋ
2980	遉	梗開三去清徹	trhjengH	tʃhǐŋ
2981	性	梗開三去清心	sjengH	sǐŋ
2982	令	梗開三去清來	ljengH	lǐŋ
2983	聘	梗開三去清滂	phjiengH	phǐŋ
2984	敻	梗合三去清曉	xjwengH	hyuə̌ŋ
2985	摒	梗開三去清幫	pjiengH	pǐŋ
2986	偋	梗開三去清並	bjiengH	bǐŋ
2987	淨	梗開三去清從	dzjengH	dzǐŋ
2988	盛	梗開三去清常	dzyengH	ʃʒǐŋ
2989	詺	梗開三去清明	mjiengH	mǐŋ
2990	輕	梗開三去清溪	khjiengH	khǐŋ
2991	𣢝	梗開三去清曉	xjengH	hǐŋ
2992	精	梗開三去清精	tsjengH	tsǐŋ
2993	徑	梗開四去青見	kengH	kǐŋ
2994	寗	梗開四去青泥	nengH	nǐŋ
2995	腥	梗開四去青心	sengH	sǐŋ
2996	脛	梗開四去青匣	hengH	ɦǐŋ
2997	定	梗開四去青定	dengH	dǐŋ
2998	矴	梗開四去青端	tengH	tǐŋ
2999	罄	梗開四去青溪	khengH	khǐŋ
3000	聽	梗開四去青透	thengH	thǐŋ
3001	靘	梗開四去青清	tshengH	tshǐŋ
3002	䒌	梗開四去青明	mengH	mǐŋ
3003	鎣	梗開四去青影	'engH	ʔǐŋ
3004	零	梗開四去青來	lengH	lǐŋ
3005	證	曾開三去蒸章	tsyingH	tʃǐŋ
3006	孕	曾開三去蒸以	yingH	jǐŋ
3007	乗	曾開三去蒸船	zyingH	ʃʒǐŋ
3008	認	曾開三去蒸日	nyingH	ʒǐŋ
3009	應	曾開三去蒸影	'ingH	ʔǐŋ
3010	甑	曾開三去蒸精	tsingH	tsǐŋ
3011	興	曾開三去蒸曉	xingH	hǐŋ
3012	勝	曾開三去蒸書	syingH	ʃǐŋ
3013	瞪	曾開三去蒸澄	dringH	dʒǐŋ
3014	𩜁	曾開三去蒸來	lingH	lǐŋ
3015	凭	曾開三去蒸並	bingH	bǐŋ
3016	稱	曾開三去蒸昌	tsyhingH	tʃhǐŋ
3017	凝	曾開三去蒸疑	ngingH	ŋjǐŋ
3018	丞	曾開三去蒸常	dzyingH	ʃʒǐŋ
3019	覴	曾開三去蒸徹	trhingH	tʃhǐŋ
3020	殑	曾開三去蒸羣	gingH	gǐŋ
3021	嶝	曾開一去登端	tongH	tə̌ŋ
3022	贈	曾開一去登從	dzongH	dzə̌ŋ
3023	亘	曾開一去登見	kongH	kə̌ŋ
3024	蹭	曾開一去登清	tshongH	tshə̌ŋ
3025	鄧	曾開一去登定	dongH	də̌ŋ
3026	𢅴	曾開一去登明	mongH	mə̌ŋ
3027	𥦜	曾開一去登幫	pongH	pə̌ŋ
3028	倗	曾開一去登並	bongH	bə̌ŋ
3029	踜	曾開一去登來	longH	lə̌ŋ
3030	增	曾開一去登精	tsongH	tsə̌ŋ
3031	𡬙	曾開一去登心	songH	sə̌ŋ
3032	𤃶	曾開一去登透	thongH	thə̌ŋ
3033	宥	流開三去尤云	hjuwH	jiǒw
3034	救	流開三去尤見	kjuwH	kiǒw
3035	胄	流開三去尤澄	drjuwH	dʒiǒw
3036	晝	流開三去尤知	trjuwH	tʃiǒw
3037	狩	流開三去尤書	syuwH	ʃiǒw
3038	臭	流開三去尤昌	tsyhuwH	tʃhiǒw
3039	岫	流開三去尤邪	zjuwH	sziǒw
3040	齅	流開三去尤曉	xjuwH	hiǒw
3041	呪	流開三去尤章	tsyuwH	tʃiǒw
3042	舊	流開三去尤羣	gjuwH	giǒw
3043	𤸃	流開三去尤生	srjuwH	ʂǒw
3044	皺	流開三去尤莊	tsrjuwH	ʈʂǒw
3045	副	流開三去尤滂	phjuwH	fǒw
3046	簉	流開三去尤初	tsrhjuwH	ʈʂhǒw
3047	富	流開三去尤幫	pjuwH	fǒw
3048	畜	流開三去尤徹	trhjuwH	tʃhiǒw
3049	溜	流開三去尤來	ljuwH	liǒw
3050	秀	流開三去尤心	sjuwH	siǒw
3051	僦	流開三去尤精	tsjuwH	tsiǒw
3052	驟	流開三去尤崇	dzrjuwH	ɖʐǒw
3053	就	流開三去尤從	dzjuwH	dziǒw
3054	糅	流開三去尤孃	nrjuwH	niǒw
3055	復	流開三去尤並	bjuwH	fvǒw
3056	狖	流開三去尤以	yuwH	jiǒw
3057	授	流開三去尤常	dzyuwH	ʃʒiǒw
3058	輮	流開三去尤日	nyuwH	ʒiǒw
3059	莓	流開三去尤明	mjuwH	mǒw
3060	𪖐	流開三去尤疑	ngjuwH	ŋjiǒw
3061	𪖛	流開三去尤溪	khjuwH	khiǒw
3062	䞭	流開三去尤清	tshjuwH	tshiǒw
3063	𠋫	流開一去侯匣	huwH	ɦǒw
3064	𡨥	流開一去侯溪	khuwH	khǒw
3065	茂	流開一去侯明	muwH	mǒw
3066	仆	流開一去侯滂	phuwH	phǒw
3067	豆	流開一去侯定	duwH	dǒw
3068	鬥	流開一去侯端	tuwH	tǒw
3069	槈	流開一去侯泥	nuwH	nǒw
3070	瘶	流開一去侯心	suwH	sǒw
3071	奏	流開一去侯精	tsuwH	tsǒw
3072	透	流開一去侯透	thuwH	thǒw
3073	漚	流開一去侯影	'uwH	ʔǒw
3074	遘	流開一去侯見	kuwH	kǒw
3075	輳	流開一去侯清	tshuwH	tshǒw
3076	陋	流開一去侯來	luwH	lǒw
3077	蔻	流開一去侯曉	xuwH	hǒw
3078	䏽	流開一去侯並	buwH	bǒw
3079	偶	流開一去侯疑	nguwH	ŋǒw
3080	㔌	流開一去侯從	dzuwH	dzǒw
3081	幼	流開三去幽影	'jiwH	ʔiǒw
3082	謬	流開三去幽明	mjiwH	miǒw
3083	䠗	流開三去幽溪	khjiwH	khiǒw
3084	𧾻	流開三去幽羣	gjiwH	giǒw
3085	沁	深開三去侵清	tshimH	tshǐm
3086	浸	深開三去侵精	tsimH	tsǐm
3087	妊	深開三去侵日	nyimH	ʒǐm
3088	鴆	深開三去侵澄	drimH	dʒǐm
3089	枕	深開三去侵章	tsyimH	tʃǐm
3090	𦧈	深開三去侵羣B	gimH	gǐm
3091	禁	深開三去侵見B	kimH	kǐm
3092	賃	深開三去侵孃	nrimH	nǐm
3093	蔭	深開三去侵影B	'imH	ʔǐm
3094	滲	深開三去侵生	srimH	ʂə̌m
3095	闖	深開三去侵徹	trhimH	tʃhǐm
3096	譖	深開三去侵莊	tsrimH	ʈʂə̌m
3097	讖	深開三去侵初	tsrhimH	ʈʂhə̌m
3098	吟	深開三去侵疑B	ngimH	ŋjǐm
3099	揕	深開三去侵知	trimH	tʃǐm
3100	臨	深開三去侵來	limH	lǐm
3101	甚	深開三去侵常	dzyimH	ʃʒǐm
3102	䫴	深開三去侵云	himH	jǐm
3103	深	深開三去侵書	syimH	ʃǐm
3104	勘	咸開一去覃溪	khomH	khǎm
3105	紺	咸開一去覃見	komH	kǎm
3106	憾	咸開一去覃匣	homH	ɦǎm
3107	暗	咸開一去覃影	'omH	ʔǎm
3108	僋	咸開一去覃透	thomH	thǎm
3109	俕	咸開一去覃心	somH	sǎm
3110	謲	咸開一去覃清	tshomH	tshǎm
3111	醰	咸開一去覃定	domH	dǎm
3112	儑	咸開一去覃疑	ngomH	ŋǎm
3113	馾	咸開一去覃端	tomH	tǎm
3114	妠	咸開一去覃泥	nomH	nǎm
3115	顲	咸開一去覃來	lomH	lǎm
3116	䫲	咸開一去覃曉	xomH	hǎm
3117	篸	咸開一去覃精	tsomH	tsǎm
3118	闞	咸開一去談溪	khamH	khǎm
3119	濫	咸開一去談來	lamH	lǎm
3120	賧	咸開一去談透	thamH	thǎm
3121	𪉦	咸開一去談見	kamH	kǎm
3122	𧵊	咸開一去談曉	xamH	hǎm
