Index	小韻	canonicalForm	反切	葉碼
2436	𧬨	蟹合一去泰曉	呼會	4_26
2437	𥢶	蟹合一去泰溪	苦會	4_26
2438	酹	蟹合一去泰來	郎外	4_26
2439	外	蟹合一去泰疑	五會	4_26
2440	祋	蟹合一去泰端	丁外	4_26
2441	懀	蟹合一去泰影	烏外	4_26
2442	蕞	蟹合一去泰從	才外	4_26
2443	𥕸	蟹合一去泰心	先外	4_26
2444	襊	蟹合一去泰清	麤最	4_26
2445	旆	蟹開一去泰並	蒲蓋	4_26
2446	磕	蟹開一去泰溪	苦蓋	4_26
2447	蔡	蟹開一去泰清	倉大	4_26
2448	賴	蟹開一去泰來	落蓋	4_26
2449	餀	蟹開一去泰曉	呼艾	4_26
2450	娧	蟹合一去泰透	他外	4_26
2451	眛	蟹開一去泰明	莫貝	4_26
2452	𦦣	蟹合一去泰清	七外	4_26
2453	卦	蟹合二去佳見	古賣	4_26
2454	懈	蟹開二去佳見	古隘	4_26
2455	隘	蟹開二去佳影	烏懈	4_26
2456	邂	蟹開二去佳匣	胡懈	4_26
2457	賣	蟹開二去佳明	莫懈	4_26
2458	畫	蟹合二去佳匣	胡卦	4_26
2459	差	蟹開二去佳初	楚懈	4_26/4_27
2460	睚	蟹開二去佳疑	五懈	4_27
2461	謑	蟹開二去佳曉	火懈	4_27
2462	庍	蟹開二去佳幫	方卦	4_27
2463	粺	蟹開二去佳並	傍卦	4_27
2464	㾹	蟹開二去佳崇	士懈	4_27
2465	派	蟹開二去佳滂	匹卦	4_27
2466	債	蟹開二去佳莊	側賣	4_27
2467	𡢖	蟹開二去佳溪	苦賣	4_27
2468	曬	蟹開二去佳生	所賣	4_27
2469	諣	蟹合二去佳曉	呼卦	4_27
2470	㠔	蟹開二去佳幫	方賣	4_27
2471	膪	蟹合二去佳知	竹賣	4_27
2472	怪	蟹合二去皆見	古壞	4_27
2473	噫	蟹開二去皆影	烏界	4_27
2474	瘵	蟹開二去皆莊	側界	4_27
2475	誡	蟹開二去皆見	古拜	4_27
2476	褹	蟹開二去皆孃	女介	4_27
2477	譮	蟹開二去皆曉	許介	4_27
2478	械	蟹開二去皆匣	胡介	4_27
2479	𦗐	蟹開二去皆疑	五介	4_27
2480	蒯	蟹合二去皆溪	苦怪	4_27
2481	𢷎	蟹開二去皆幫	博怪	4_27
2482	湃	蟹開二去皆滂	普拜	4_28/4_27
2483	壞	蟹合二去皆匣	胡怪	4_28
2484	聵	蟹合二去皆疑	五怪	4_28
2485	𢟡	蟹開二去皆並	蒲拜	4_28
2486	䀛	蟹開二去皆明	莫拜	4_28
2487	𧱳	蟹合二去皆曉	火怪	4_28
2488	鎩	蟹開二去皆生	所拜	4_28
2489	烗	蟹開二去皆溪	苦戒	4_28
2490	顡	蟹合二去皆徹	他怪	4_28
2491	夬	蟹合二去佳見	古賣	4_28
2492	快	蟹合二去夬溪	苦夬	4_28
2493	邁	蟹開二去夬明	莫話	4_28
2494	話	蟹合二去夬匣	下快	4_28
2495	敗	蟹開二去夬並	薄邁	4_28
2496	䵳	蟹合二去夬影	烏快	4_28
2497	嘬	蟹合二去夬初	楚夬	4_28
2498	犗	蟹開二去夬見	古喝	4_28
2499	蠆	蟹開二去夬徹	丑犗	4_28
2500	喝	蟹開二去夬影	於犗	4_28
2501	𠱡	蟹開二去夬生	所犗	4_28
2502	𦤧	蟹開二去夬澄	除邁	4_28
2503	䜕	蟹開二去夬曉	火犗	4_28
2504	咶	蟹合二去夬曉	火夬	4_28
2505	敗	蟹開二去夬幫	補邁	4_28
2506	啐	蟹合二去夬清	倉夬	4_28
2507	寨	蟹開二去夬崇	犲夬	4_28
2508	㕢	蟹開二去夬匣	何犗	4_28
2509	隊	蟹合一去灰定	徒對	4_28
2510	佩	蟹合一去灰並	蒲昧	4_28
2511	妹	蟹合一去灰明	莫佩	4_28/4_29
2512	配	蟹合一去灰滂	滂佩	4_29
2513	誨	蟹合一去灰曉	荒内	4_29
2514	對	蟹合一去灰端	都隊	4_29
2515	倅	蟹合一去灰清	七内	4_29
2516	晬	蟹合一去灰精	子對	4_29
2517	𩲄	蟹合一去灰影	烏繢	4_29
2518	退	蟹合一去灰透	他内	4_29
2519	憒	蟹合一去灰見	古對	4_29
2520	潰	蟹合一去灰匣	胡對	4_29
2521	塊	蟹合一去灰溪	苦對	4_29
2522	碎	蟹合一去灰心	蘇内	4_29
2523	内	蟹合一去灰泥	奴對	4_29
2524	纇	蟹合一去灰來	盧對	4_29
2525	背	蟹合一去灰幫	補妹	4_29
2526	磑	蟹合一去灰疑	五對	4_29
2527	蚚	蟹合一去灰匣	胡輩	4_29
2528	代	蟹開一去咍定	徒耐	4_29
2529	載	蟹開一去咍精	作代	4_29/4_30
2530	䆀	蟹開一去咍明	莫代	4_30
2531	賽	蟹開一去咍心	先代	4_30
2532	貸	蟹開一去咍透	他代	4_30
2533	漑	蟹開一去咍見	古代	4_30
2534	慨	蟹開一去泰溪	苦蓋	4_30
2535	礙	蟹開一去咍疑	五漑	4_30
2536	愛	蟹開一去咍影	烏代	4_30
2537	瀣	蟹開一去咍匣	胡槩	4_30
2538	耐	蟹開一去咍泥	奴代	4_30
2539	戴	蟹開一去咍端	都代	4_30
2540	賚	蟹開一去咍來	洛代	4_30
2541	菜	蟹開一去咍清	倉代	4_30
2542	載	蟹開一去咍從	昨代	4_30
2543	儗	蟹開一去咍曉	海愛	4_30
2544	廢	蟹合三去廢幫	方肺	4_30
2545	肺	蟹合三去廢滂	方廢	4_30
2546	穢	蟹合三去廢影	於廢	4_30
2547	吠	蟹合三去廢並	符廢	4_30
2548	喙	蟹合三去廢曉	許穢	4_30
2549	𤜂	蟹合三去廢羣	渠穢	4_30
2550	刈	蟹開三去廢疑	魚肺	4_30
2551	震	臻開三去眞章	章刃	4_31/4_30
2552	信	臻開三去眞心	息晉	4_31
2553	刃	臻開三去眞日	而振	4_31
2554	𦙍	臻開三去眞以	羊晉	4_31
2555	遴	臻開三去眞來	良刃	4_31
2556	儐	臻開三去眞幫A	必刃	4_31
2557	敶	臻開三去眞澄	直刃	4_31
2558	愼	臻開三去眞常	時刃	4_31
2559	眒	臻開三去眞書	試刃	4_31
2560	菣	臻開三去眞溪B	去刃	4_31
2561	賮	臻開三去眞邪	徐刃	4_31
2562	憗	臻開三去眞疑B	魚覲	4_31
2563	晉	臻開三去眞精	即刃	4_31
2564	衅	臻開三去眞曉B	許覲	4_31
2565	鎭	臻開三去眞知	陟刃	4_31
2566	僅	臻開三去眞羣B	渠遴	4_31/4_32
2567	櫬	臻開三去臻初	初覲	4_32
2568	印	臻開三去眞影A	於刃	4_32
2569	疢	臻開三去眞徹	丑刃	4_32
2570	𣎵	臻開三去眞滂A	匹刃	4_32
2571	親	臻開三去眞清	七遴	4_32
2572	螼	臻開三去眞溪A	羌印	4_32
2573	呁	臻合三去諄見	九峻	4_32
2574	稕	臻合三去諄章	之閏	4_32
2575	𡺲	臻合三去諄心	私閏	4_32
2576	殉	臻合三去諄邪	辭閏	4_32
2577	儁	臻合三去諄精	子峻	4_32
2578	舜	臻合三去諄書	舒閏	4_32
2579	閠	臻合三去諄日	如順	4_32
2580	順	臻合三去諄船	食閏	4_32
2581	問	臻合三去文明	亡運	4_32
2582	運	臻合三去文云	王問	4_33/4_32
2583	訓	臻合三去文曉	許運	4_33
2584	湓	臻合三去文滂	匹問	4_33
2585	糞	臻合三去文幫	方問	4_33
2586	醖	臻合三去文影	於問	4_33
2587	攈	臻合三去文見	居運	4_33
2588	郡	臻合三去文羣	渠運	4_33
2589	分	臻合三去文並	扶問	4_33
2590	焮	臻開三去欣曉	香靳	4_33
2591	靳	臻開三去欣見	居焮	4_33
2592	近	臻開三去欣羣	巨靳	4_33
2593	㒚	臻開三去欣影	於靳	4_33
2594	垽	臻開三去欣疑	吾靳	4_33
2595	願	臻合三去元疑	魚怨	4_33
2596	怨	臻合三去元影	於願	4_33
2597	販	臻合三去元幫	方願	4_33
2598	劵	臻合三去元溪	去願	4_33
2599	万	臻合三去元明	無販	4_34/4_33
2600	飯	臻合三去元並	符万	4_34
2601	嬔	臻合三去元滂	芳万	4_34
2602	建	臻開三去元見	居万	4_34
2603	堰	臻開三去元影	於建	4_34
2604	獻	臻開三去元曉	許建	4_34
2605	楥	臻合三去元曉	虚願	4_34
2606	健	臻開三去元羣	渠建	4_34
2607	𣀔	臻合三去元滂	芳万	4_34
2608	遠	臻合三去元云	于願	4_34
2609	𤬝	臻開三去元疑	語堰	4_34
2610	圈	臻合三去元羣	臼万	4_34
2611	㪻	臻合三去元見	居願	4_34
2612	慁	臻合一去魂匣	胡困	4_34
2613	頓	臻合一去魂端	都困	4_34
2614	巽	臻合一去魂心	蘇困	4_34
2615	困	臻合一去魂溪	苦悶	4_34
2616	嫩	臻合一去魂泥	奴困	4_34
2617	揾	臻合一去魂影	烏困	4_34
2618	悶	臻合一去魂明	莫困	4_34
2619	鐏	臻合一去魂從	徂悶	4_34
2620	睔	臻合一去魂見	古困	4_34
2621	噴	臻合一去魂滂	普悶	4_34
2622	鈍	臻合一去魂定	徒困	4_34
2623	寸	臻合一去魂清	倉困	4_34
2624	坌	臻合一去魂並	蒲悶	4_35/4_34
2625	顐	臻合一去魂疑	五困	4_35
2626	論	臻合一去魂來	盧困	4_35
2627	奔	臻合一去魂幫	甫悶	4_35
2628	惛	臻合一去魂曉	呼悶	4_35
2629	焌	臻合一去魂精	子寸	4_35
2630	恨	臻開一去痕匣	胡艮	4_35
2631	艮	臻開一去痕見	古恨	4_35
2632	䭓	臻開一去痕疑	五恨	4_35
2633	䭡	臻開一去痕影	烏恨	4_35
2634	翰	山開一去寒匣	侯旰	4_35
2635	炭	山開一去寒透	他旦	4_35
2636	按	山開一去寒影	烏旰	4_35
2637	旦	山開一去寒端	得按	4_35
2638	憚	山開一去寒定	徒案	4_35
2639	旰	山開一去寒見	古案	4_35
2640	岸	山開一去寒疑	五旰	4_35
2641	侃	山開一去寒溪	苦旰	4_35
2642	漢	山開一去寒曉	呼旰	4_35
2643	爛	山開一去寒來	郎旰	4_35
2644	攤	山開一去寒泥	奴案	4_35/4_36
2645	粲	山開一去寒清	蒼案	4_36
2646	𦇕	山開一去寒心	蘇旰	4_36
2647	賛	山開一去寒精	則旰	4_36
2648	㜺	山開一去寒從	徂賛	4_36
2649	換	山合一去桓匣	胡玩	4_36
2650	䂎	山合一去桓精	子筭	4_36
2651	惋	山合一去桓影	烏貫	4_36
2652	貫	山合一去桓見	古玩	4_36
2653	竄	山合一去桓清	七亂	4_36
2654	玩	山合一去桓疑	五換	4_36
2655	段	山合一去桓定	徒玩	4_36
2656	亂	山合一去桓來	郎段	4_36
2657	鍛	山合一去桓端	丁貫	4_36
2658	彖	山合一去桓透	通貫	4_37
2659	喚	山合一去桓曉	火貫	4_37
2660	筭	山合一去桓心	蘇貫	4_37
2661	縵	山合一去桓明	莫半	4_37
2662	半	山合一去桓幫	博慢	4_37
2663	判	山合一去桓滂	普半	4_37
2664	叛	山合一去桓並	薄半	4_37
2665	偄	山合一去桓泥	奴亂	4_37
2666	攅	山合一去桓從	在玩	4_37
2667	䥗	山合一去桓溪	口喚	4_37
2668	諫	山開二去刪見	古晏	4_37
2669	鴈	山開二去刪疑	五晏	4_37
2670	晏	山開二去刪影	烏澗	4_37
2671	訕	山開二去刪生	所晏	4_37
2672	骭	山開二去刪匣	下晏	4_37
2673	慢	山開二去刪明	謨晏	4_37
2674	綰	山合二去刪影	烏患	4_37
2675	患	山合二去刪匣	胡慣	4_37
2676	慣	山合二去刪見	古患	4_37
2677	㝈	山合二去刪生	生患	4_37
2678	篡	山合二去刪初	初患	4_37
2679	薍	山合二去刪疑	五患	4_37
2680	輚	山開二去刪崇	士諫	4_37
2681	襻	山開二去刪滂	普患	4_37
2682	奻	山合二去刪孃	女患	4_37
2683	羼	山開二去刪初	初鴈	4_37
2684	㬄	山開二去刪徹	丑晏	4_37
2685	襇	山開二去山見	古莧	4_38
2686	莧	山開二去山匣	侯襇	4_38
2687	瓣	山開二去山並	蒲莧	4_38
2688	盼	山開二去山滂	匹莧	4_38
2689	幻	山合二去山匣	胡辨	4_38
2690	蔄	山開二去山明	亡莧	4_38
2691	袒	山開二去山澄	丈莧	4_38
2692	扮	山開二去山幫	晡幻	4_38
2693	鰥	山合二去山見	古幻	4_38
2694	霰	山開四去先心	蘇佃	4_38
2695	蒨	山開四去先清	倉甸	4_38
2696	絢	山合四去先曉	許縣	4_38
2697	縣	山合四去先匣	黃練	4_38
2698	睊	山合四去先見	古縣	4_38
2699	電	山開四去先定	堂練	4_38
2700	瑱	山開四去先透	他甸	4_38
2701	練	山開四去先來	郎甸	4_38
2702	見	山開四去先見	古電	4_38
2703	晛	山開四去先泥	奴甸	4_38
2704	俔	山開四去先溪	苦甸	4_39
2705	見	山開四去先匣	胡甸	4_39
2706	硯	山開四去先疑	吾甸	4_39
2707	宴	山開四去先影	於甸	4_39
2708	薦	山開四去先精	作甸	4_39
2709	麫	山開四去先明	莫甸	4_39
2710	片	山開四去先滂	普麵	4_39
2711	荐	山開四去先從	在甸	4_39
2712	䬼	山合四去先影	烏縣	4_39
2713	殿	山開四去先端	都甸	4_39
2714	𩎌	山開四去先曉	呼甸	4_39
2715	線	山開三去仙心	私箭	4_39
2716	戰	山開三去仙章	之膳	4_39
2717	繕	山開三去仙常	時戰	4_39
2718	彥	山開三去仙疑B	魚變	4_39
2719	譴	山開三去仙溪A	去戰	4_39
2720	絹	山合三去仙見A	吉掾	4_39
2721	瑗	山合三去仙云	王眷	4_39
2722	面	山開三去仙明A	彌箭	4_39
2723	釧	山合三去仙昌	尺絹	4_40/4_39
2724	掾	山合三去仙以	以絹	4_40
2725	𩥇	山開三去仙知	陟扇	4_40
2726	𤲬	山合三去仙日	人絹	4_40
2727	箭	山開三去仙精	子賤	4_40
2728	硟	山開三去仙昌	昌戰	4_40
2729	扇	山開三去仙書	式戰	4_40
2730	躽	山開三去仙影A	於扇	4_40
2731	眷	山合三去仙見B	居倦	4_40
2732	倦	山合三去仙羣B	渠卷	4_40
2733	戀	山合三去仙來	力卷	4_40
2734	猭	山合三去仙徹	丑戀	4_40
2735	變	山開三去仙幫B	彼眷	4_40
2736	𨏉	山合三去仙生	所眷	4_40
2737	縓	山合三去仙清	七絹	4_40
2738	卞	山開三去仙並B	皮變	4_40
2739	㳬	山合三去仙邪	辝戀	4_40
2740	選	山合三去仙心	息絹	4_40
2741	籑	山合三去仙崇	士戀	4_40
2742	孨	山合三去仙莊	莊眷	4_40
2743	傳	山合三去仙澄	直戀	4_40
2744	賤	山開三去仙從	才線	4_40
2745	羨	山開三去仙邪	似面	4_40
2746	騗	山開三去仙滂A	匹戰	4_40
2747	𢮨	山合三去仙常	時釧	4_40
2748	輾	山開三去仙孃	女箭	4_40
2749	囀	山合三去仙知	知戀	4_40/4_41
2750	衍	山開三去仙以	于線	4_41
2751	便	山開三去仙並A	婢面	4_41
2752	邅	山開三去仙澄	持碾	4_41
2753	𤹨	山開三去仙來	連彦	4_41
2754	𥛁	山合三去仙溪B	區倦	4_41
2755	剸	山合三去仙章	之囀	4_41
2756	徧	山開四去先幫	方見	4_41
2757	嘯	效開四去蕭心	蘇弔	4_41
2758	糶	效開四去蕭透	他弔	4_41
2759	弔	效開四去蕭端	多嘯	4_41
2760	叫	效開四去蕭見	古弔	4_41
2761	尿	效開四去蕭泥	奴弔	4_41
2762	藋	效開四去蕭定	徒弔	4_41
2763	竅	效開四去蕭溪	苦弔	4_41
2764	𩕐	效開四去蕭來	力弔	4_41
2765	顤	效開四去蕭疑	五弔	4_41
2766	窔	效開四去蕭影	烏叫	4_41
2767	𢿿	效開四去蕭曉	火弔	4_41
2768	𥬇	效開三去宵心	私妙	4_41
2769	照	效開三去宵章	之少	4_41
2770	燿	效開三去宵以	弋照	4_41
2771	要	效開三去宵影A	於笑	4_41
2772	召	效開三去宵澄	直照	4_42
2773	邵	效開三去宵常	寔照	4_42
2774	嶠	效開三去宵羣B	渠廟	4_42
2775	剽	效開三去宵滂A	匹妙	4_42
2776	噍	效開三去宵從	才笑	4_42
2777	妙	效開三去宵明A	彌笑	4_42
2778	陗	效開三去宵清	七肖	4_42
2779	𤊽	效開三去宵來	力照	4_42
2780	趬	效開三去宵溪B	丘召	4_42
2781	𧇠	效開三去宵疑B	牛召	4_42
2782	醮	效開三去宵精	子肖	4_42
2783	廟	效開三去宵明B	眉召	4_42
2784	驃	效開三去宵並A	毗召	4_42
2785	少	效開三去宵書	失照	4_42
2786	朓	效開三去宵徹	丑召	4_42
2787	裱	效開三去宵幫B	方廟	4_42
2788	翹	效開三去宵羣A	巨要	4_42
2789	饒	效開三去宵日	人要	4_42
2790	效	效開二去肴匣	胡敎	4_42
2791	敎	效開二去肴見	古孝	4_42
2792	孝	效開二去肴曉	呼敎	4_42
2793	罩	效開二去肴知	都敎	4_42
2794	豹	效開二去肴幫	北敎	4_42/4_43
2795	敲	效開二去肴溪	苦敎	4_43
2796	皃	效開二去肴明	莫敎	4_43
2797	奅	效開二去肴滂	匹皃	4_43
2798	趠	效開二去肴徹	丑敎	4_43
2799	稍	效開二去肴生	所敎	4_43
2800	棹	效開二去肴澄	直敎	4_43
2801	橈	效開二去肴孃	奴敎	4_43
2802	抓	效開二去肴莊	側敎	4_43
2803	靤	效開二去肴並	防敎	4_43
2804	抄	效開二去肴初	初敎	4_43
2805	靿	效開二去肴影	於敎	4_43
2806	樂	效開二去肴疑	五敎	4_43
2807	巢	效開二去肴崇	士稍	4_43
2808	号	效開一去豪匣	胡到	4_43
2809	導	效開一去豪定	徒到	4_43
2810	到	效開一去豪端	都導	4_43
2811	誥	效開一去豪見	古到	4_43
2812	傲	效開一去豪疑	五到	4_43
2813	冃	效開一去豪明	莫報	4_44/4_43
2814	嫪	效開一去豪來	郎到	4_44
2815	操	效開一去豪清	七到	4_44
2816	暴	效開一去豪並	薄報	4_44
2817	報	效開一去豪幫	博耗	4_44
2818	漕	效開一去豪從	在到	4_44
2819	奥	效開一去豪影	烏到	4_44
2820	喿	效開一去豪心	蘇到	4_44
2821	𩝝	效開一去豪溪	苦到	4_44
2822	竈	效開一去豪精	則到	4_44
2823	秏	效開一去豪曉	呼到	4_44
2824	腝	效開一去豪泥	那到	4_44
2825	箇	果開一去歌見	古賀	4_44
2826	賀	果開一去歌匣	胡箇	4_44
2827	佐	果開一去歌精	則箇	4_44
2828	跢	果開一去歌端	丁佐	4_44
2829	邏	果開一去歌來	郎佐	4_44
2830	坷	果開一去歌溪	口箇	4_44
2831	餓	果開一去歌疑	五个	4_44
2832	䭾	果開一去歌定	唐佐	4_44
2833	奈	果開一去歌泥	奴箇	4_44/4_45
2834	些	果開一去歌心	蘇箇	4_45
2835	呵	果開一去歌曉	呼箇	4_45
2836	拖	果開一去歌透	吐邏	4_45
2837	過	果合一去戈見	古卧	4_45
2838	和	果合一去戈匣	胡卧	4_45
2839	挫	果合一去戈精	則卧	4_45
2840	課	果合一去戈溪	苦卧	4_45
2841	唾	果合一去戈透	湯卧	4_45
2842	播	果合一去戈幫	補過	4_45
2843	剉	果合一去戈清	麤卧	4_45
2844	磨	果合一去戈明	摸卧	4_45
2845	愞	果合一去戈泥	乃卧	4_45
2846	破	果合一去戈滂	普過	4_45
2847	座	果合一去戈從	徂卧	4_45
2848	臥	果合一去戈疑	吾貨	4_45
2849	諎	果合一去戈清	千過	4_45
2850	貨	果合一去戈曉	呼臥	4_45
2851	惰	果合一去戈定	徒臥	4_45
2852	縛	果合一去戈並	符臥	4_45
2853	䇔	果合一去戈來	魯過	4_45
2854	桗	果合一去戈端	都唾	4_45
2855	磋	果合一去戈清	七過	4_45
2856	䐝	果合一去戈心	先臥	4_45
2857	侉	果開一去歌影	安賀	4_45
2858	涴	果合一去戈影	烏臥	4_45
2859	禡	假開二去麻明	莫駕	4_45
